"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Ier3",2.99911746754126e-63,0.459904151280035,0.459,0.061,5.06101072647588e-59,"Stem IR","Ier3"
"Uqcrc13",4.70721296170711e-63,1.06488419243177,0.917,0.348,7.94342187288075e-59,"Stem IR","Uqcrc1"
"Qars3",5.20999337016418e-63,0.513412550054657,0.697,0.14,8.79186381215205e-59,"Stem IR","Qars"
"Rps53",5.37625322999545e-63,1.31037439129885,1,0.925,9.07242732561733e-59,"Stem IR","Rps5"
"Rps163",5.44030887088948e-63,1.20759002487089,1,0.941,9.18052121962599e-59,"Stem IR","Rps16"
"Emc43",6.65864113064445e-63,0.618091869830274,0.697,0.148,1.12364569079625e-58,"Stem IR","Emc4"
"Mrpl173",1.01736480037147e-62,0.738304252953379,0.78,0.2,1.71680310062685e-58,"Stem IR","Mrpl17"
"Rps63",1.12424339491403e-62,1.24717915365299,1,0.844,1.89716072891743e-58,"Stem IR","Rps6"
"Krt195",1.31852851267749e-62,1.72516299896552,1,0.628,2.22501686514327e-58,"Stem IR","Krt19"
"Ran2",1.56234360936049e-62,1.36643805014365,0.954,0.407,2.63645484079583e-58,"Stem IR","Ran"
"Psma53",1.63583770450543e-62,0.847311762215846,0.881,0.271,2.76047612635292e-58,"Stem IR","Psma5"
"Arl141",1.64789440792146e-62,0.584459160232441,0.569,0.094,2.78082181336747e-58,"Stem IR","Arl14"
"Mrpl401",2.07779444822684e-62,0.434919878164331,0.606,0.105,3.50627813138279e-58,"Stem IR","Mrpl40"
"Vars1",2.27501530310574e-62,0.50269166713056,0.541,0.088,3.83908832399094e-58,"Stem IR","Vars"
"Zmat3",2.31996000669004e-62,0.531440898413068,0.596,0.105,3.91493251128944e-58,"Stem IR","Zmat3"
"Sat11",2.47050840027704e-62,1.43252636410751,0.853,0.249,4.1689829254675e-58,"Stem IR","Sat1"
"Rps184",3.1171291749873e-62,1.35763271064629,1,0.928,5.26015548279107e-58,"Stem IR","Rps18"
"Hsd17b103",3.3170477130971e-62,0.634396323417231,0.697,0.145,5.59751801585136e-58,"Stem IR","Hsd17b10"
"Naca3",3.57773482184177e-62,1.11989830331205,0.991,0.733,6.03742751185799e-58,"Stem IR","Naca"
"Plpp24",3.69227175010678e-62,0.735276329537192,0.853,0.232,6.2307085783052e-58,"Stem IR","Plpp2"
"Rpl294",3.9379254834196e-62,1.1689541812836,0.991,0.856,6.64524925327057e-58,"Stem IR","Rpl29"
"Rplp23",4.17354299433286e-62,1.19303333555597,1,0.868,7.0428538029367e-58,"Stem IR","Rplp2"
"Rpl193",4.50630656369106e-62,1.05323573487177,1,0.972,7.60439232622867e-58,"Stem IR","Rpl19"
"Nubp21",4.8588999389807e-62,0.372484165877339,0.495,0.071,8.19939364702994e-58,"Stem IR","Nubp2"
"Acp12",5.52805151042837e-62,0.703635530661063,0.862,0.241,9.32858692384788e-58,"Stem IR","Acp1"
"Rps33",6.00225634018383e-62,1.2496674174504,1,0.93,1.01288075740602e-57,"Stem IR","Rps3"
"Mfsd101",6.44760976058823e-62,0.346282599774889,0.422,0.052,1.08803414709926e-57,"Stem IR","Mfsd10"
"Snrpb1",7.51130183345755e-62,0.922990829462809,0.917,0.315,1.26753218439596e-57,"Stem IR","Snrpb"
"Gapdh5",7.59970288159833e-62,1.27973716803234,1,0.743,1.28244986126972e-57,"Stem IR","Gapdh"
"Nop2",8.36980283126676e-62,0.320830209711343,0.376,0.042,1.41240422777627e-57,"Stem IR","Nop2"
"Mrps72",8.52308691243839e-62,0.692847619139586,0.761,0.185,1.43827091647398e-57,"Stem IR","Mrps7"
"Nop102",8.96269250282008e-62,0.930607499710757,0.835,0.248,1.51245435985089e-57,"Stem IR","Nop10"
"Rpl133",1.06029814977706e-61,1.12452206690001,1,0.986,1.78925312774879e-57,"Stem IR","Rpl13"
"Ccnd24",1.14060110735552e-61,1.36092251924184,0.963,0.32,1.92476436866244e-57,"Stem IR","Ccnd2"
"Rps173",1.1921168569202e-61,1.13943468483638,1,0.755,2.01169719605283e-57,"Stem IR","Rps17"
"Fcf11",1.28911076132014e-61,0.46780406853182,0.615,0.111,2.17537440972773e-57,"Stem IR","Fcf1"
"Suclg22",1.49134615470941e-61,0.474855582524417,0.55,0.09,2.51664663607213e-57,"Stem IR","Suclg2"
"Mrpl183",1.92031380583762e-61,0.748191598843898,0.807,0.21,3.24052954735098e-57,"Stem IR","Mrpl18"
"Acsl52",3.64115486791226e-61,0.743227061989605,0.807,0.21,6.14444883960195e-57,"Stem IR","Acsl5"
"Ifrd21",3.68178168651441e-61,0.434608030612353,0.431,0.056,6.21300659599307e-57,"Stem IR","Ifrd2"
"Epb41l4aos1",4.26728861445637e-61,0.436058101864327,0.486,0.07,7.20104953689512e-57,"Stem IR","Epb41l4aos"
"Ezr2",4.97331830974331e-61,1.02917508851787,0.853,0.296,8.39247464769183e-57,"Stem IR","Ezr"
"Cks1b1",5.34801524139549e-61,0.344177031254855,0.321,0.031,9.02477571985489e-57,"Stem IR","Cks1b"
"Abhd112",5.40809936923559e-61,0.614144419448924,0.697,0.15,9.12616768558505e-57,"Stem IR","Abhd11"
"Dbf41",6.16015331289364e-61,0.284571310845904,0.33,0.033,1.0395258715508e-56,"Stem IR","Dbf4"
"Rpl83",8.39330557394121e-61,1.0773564588193,1,0.963,1.41637031560258e-56,"Stem IR","Rpl8"
"Eif3m2",8.98418945397129e-61,0.810894267356036,0.853,0.253,1.51608197035766e-56,"Stem IR","Eif3m"
"Rps233",9.81601925246455e-61,1.14335430874139,1,0.922,1.65645324885339e-56,"Stem IR","Rps23"
"Psmd141",1.19860747267883e-60,0.600939951704596,0.743,0.168,2.02265011014552e-56,"Stem IR","Psmd14"
"Dnajc153",1.27260767153914e-60,0.614986007598086,0.716,0.158,2.1475254457223e-56,"Stem IR","Dnajc15"
"Ebna1bp21",1.35906444909837e-60,0.600701232921209,0.706,0.158,2.29342125785349e-56,"Stem IR","Ebna1bp2"
"Hspd12",1.42965297496779e-60,1.36222149827224,0.908,0.337,2.41253939525815e-56,"Stem IR","Hspd1"
"Rps73",1.43536633017919e-60,1.18043041973059,1,0.882,2.42218068217738e-56,"Stem IR","Rps7"
"Rps104",1.99200752567524e-60,1.17208606692607,1,0.94,3.36151269957696e-56,"Stem IR","Rps10"
"Cct31",2.03801531538899e-60,0.874258512117079,0.89,0.313,3.43915084471892e-56,"Stem IR","Cct3"
"Agps",2.43255874751751e-60,0.395534148197226,0.495,0.073,4.1049428864358e-56,"Stem IR","Agps"
"Timm8b3",2.7095216055355e-60,0.769987578582164,0.826,0.241,4.57231770934115e-56,"Stem IR","Timm8b"
"Rps123",2.83452660044057e-60,1.11287290734043,1,0.968,4.78326363824347e-56,"Stem IR","Rps12"
"Rpl36a3",2.84616617732492e-60,1.37970517983032,0.982,0.609,4.8029054242358e-56,"Stem IR","Rpl36a"
"Ctsd4",3.4052888017053e-60,1.13662399858486,0.927,0.389,5.74642485287769e-56,"Stem IR","Ctsd"
"Rpl323",3.60169389504375e-60,1.16923723147582,1,0.96,6.07785844788633e-56,"Stem IR","Rpl32"
"Impdh21",3.84264796813601e-60,0.778911136833225,0.688,0.153,6.48446844622951e-56,"Stem IR","Impdh2"
"Nudt193",4.21520227628839e-60,0.62535866535535,0.633,0.126,7.11315384123666e-56,"Stem IR","Nudt19"
"Cox5a3",4.30028428115628e-60,1.18100395265891,0.982,0.656,7.25672972445122e-56,"Stem IR","Cox5a"
"Timm93",4.39564797181979e-60,0.464281143795623,0.587,0.101,7.4176559524459e-56,"Stem IR","Timm9"
"Cd442",4.45753703002752e-60,0.815441937668042,0.826,0.209,7.52209373817144e-56,"Stem IR","Cd44"
"Pdha13",4.85051896795409e-60,0.583008361298492,0.78,0.188,8.18525075842253e-56,"Stem IR","Pdha1"
"Ppia5",5.12306536653065e-60,1.21001972894302,1,0.863,8.64517280602046e-56,"Stem IR","Ppia"
"Ndufb63",5.2375988681467e-60,0.968997547322202,0.853,0.278,8.83844808999756e-56,"Stem IR","Ndufb6"
"Vat11",5.41142067217086e-60,0.365513078847958,0.486,0.07,9.13177238428833e-56,"Stem IR","Vat1"
"Aimp22",5.56285710203308e-60,0.415921049076385,0.514,0.079,9.38732135968083e-56,"Stem IR","Aimp2"
"Rps15a3",7.90107780584717e-60,1.19971583840346,1,0.879,1.33330687973671e-55,"Stem IR","Rps15a"
"1110008F13Rik3",8.10164471774168e-60,0.936380617367812,0.826,0.248,1.36715254611891e-55,"Stem IR","1110008F13Rik"
"Flnb1",9.88239898772703e-60,0.807215101947894,0.679,0.149,1.66765482917894e-55,"Stem IR","Flnb"
"Rpl183",1.19160881324684e-59,1.14315251954777,1,0.948,2.01083987235404e-55,"Stem IR","Rpl18"
"Rpl106",1.23635493349956e-59,1.30562391897492,0.963,0.553,2.08634895028051e-55,"Stem IR","Rpl10"
"Hdgf1",1.32793005886021e-59,0.966635894431831,0.835,0.272,2.24088197432661e-55,"Stem IR","Hdgf"
"Farsb1",1.39070429008368e-59,0.532731458865558,0.633,0.123,2.34681348951621e-55,"Stem IR","Farsb"
"Map3k20",1.64958761499989e-59,0.352372584703219,0.459,0.063,2.78367910031232e-55,"Stem IR","Map3k20"
"Shmt2",2.1904735453084e-59,0.279986153679615,0.321,0.032,3.69642410770793e-55,"Stem IR","Shmt2"
"Commd21",2.59656153317173e-59,0.407577788813769,0.569,0.096,4.38169758722729e-55,"Stem IR","Commd2"
"Rps113",3.24722453809902e-59,1.26926533919952,1,0.912,5.4796914080421e-55,"Stem IR","Rps11"
"Tmsb4x4",3.32482039052444e-59,2.12191316732686,0.963,0.73,5.61063440900998e-55,"Stem IR","Tmsb4x"
"Rrp151",4.03935037762298e-59,0.358467543075295,0.385,0.046,6.81640376223879e-55,"Stem IR","Rrp15"
"Naa383",7.7943100372751e-59,0.547854589797508,0.706,0.153,1.31528981879017e-54,"Stem IR","Naa38"
"Ppan1",7.94041343787779e-59,0.471687071122897,0.532,0.088,1.33994476764188e-54,"Stem IR","Ppan"
"Rtraf3",1.0954708236318e-58,0.805766303538398,0.908,0.323,1.84860701487866e-54,"Stem IR","Rtraf"
"Wdr4",1.26730981894515e-58,0.274974780505581,0.367,0.041,2.13858531946995e-54,"Stem IR","Wdr4"
"Lsm81",1.36503293740721e-58,0.592552295537034,0.587,0.112,2.30349308187467e-54,"Stem IR","Lsm8"
"Usp141",1.57142805718306e-58,0.570729840148193,0.679,0.144,2.65178484649642e-54,"Stem IR","Usp14"
"Rnaseh2c2",1.73950416101144e-58,0.669565265074792,0.716,0.165,2.93541327170681e-54,"Stem IR","Rnaseh2c"
"Snrpd32",2.02099413470909e-58,0.73203700578094,0.789,0.205,3.41042760232159e-54,"Stem IR","Snrpd3"
"Cdca31",2.19919780638018e-58,0.413382408125144,0.339,0.036,3.71114629826656e-54,"Stem IR","Cdca3"
"Hmmr1",2.24406262076628e-58,0.306383229753317,0.239,0.018,3.7868556725431e-54,"Stem IR","Hmmr"
"Gart1",2.3055628930972e-58,0.349619536742756,0.422,0.055,3.89063738210152e-54,"Stem IR","Gart"
"Psma32",2.69803524200069e-58,0.979155925010054,0.954,0.443,4.55293447087617e-54,"Stem IR","Psma3"
"Cldn153",2.84231332433535e-58,0.620407159870735,0.514,0.08,4.79640373481591e-54,"Stem IR","Cldn15"
"Ei24",3.17055894000176e-58,0.619047765609463,0.78,0.2,5.35031821125296e-54,"Stem IR","Ei24"
"S100a64",3.29961423120792e-58,1.96379001685043,0.963,0.437,5.56809901516337e-54,"Stem IR","S100a6"
"Wdr121",3.86467238452187e-58,0.410084196177589,0.431,0.058,6.52163464888066e-54,"Stem IR","Wdr12"
"Rpl262",4.33580092979875e-58,0.900075892383999,1,0.971,7.31666406903539e-54,"Stem IR","Rpl26"
"Rps133",4.91305827096696e-58,1.00085940324801,1,0.926,8.29078583225675e-54,"Stem IR","Rps13"
"Lsm123",7.58398156615102e-58,0.640900551782558,0.761,0.196,1.27979688928799e-53,"Stem IR","Lsm12"
"G6pdx1",8.4067268834635e-58,0.343644102388244,0.404,0.051,1.41863516158447e-53,"Stem IR","G6pdx"
"Rpl393",8.43359403634783e-58,1.09190722801784,0.991,0.838,1.4231689936337e-53,"Stem IR","Rpl39"
"Rps4x4",1.04072615956246e-57,1.36270654335872,0.991,0.896,1.75622539426166e-53,"Stem IR","Rps4x"
"Med10",1.10244486645341e-57,0.423890641201681,0.569,0.099,1.86037571214013e-53,"Stem IR","Med10"
"Naa501",1.29597472220815e-57,0.522132266614525,0.624,0.12,2.18695734372626e-53,"Stem IR","Naa50"
"Rpl303",1.32157364171343e-57,1.03063268858022,1,0.917,2.23015552039142e-53,"Stem IR","Rpl30"
"Rpl414",1.57413875888703e-57,1.02141966281687,1,0.953,2.65635915562186e-53,"Stem IR","Rpl41"
"Cltb3",1.69100321523447e-57,0.795971233719156,0.835,0.269,2.85356792570817e-53,"Stem IR","Cltb"
"Wdr612",2.25221717076426e-57,0.582996494186413,0.725,0.168,3.80061647566469e-53,"Stem IR","Wdr61"
"Fam129b",2.70317115541704e-57,0.357781058700835,0.459,0.065,4.56160132476626e-53,"Stem IR","Fam129b"
"Rpl27a3",3.87250852552724e-57,1.1721375966341,1,0.961,6.53485813682722e-53,"Stem IR","Rpl27a"
"Kti12",4.07704196684031e-57,0.325680832382119,0.394,0.049,6.88000831904302e-53,"Stem IR","Kti12"
"Btf33",4.14032589230216e-57,1.19322739758084,0.972,0.655,6.9867999432599e-53,"Stem IR","Btf3"
"Atic1",4.70073663267364e-57,0.449438401074605,0.532,0.088,7.93249306763677e-53,"Stem IR","Atic"
"Mrpl362",5.08733709084809e-57,0.594146131075637,0.817,0.216,8.58488134080616e-53,"Stem IR","Mrpl36"
"Rpl93",6.03255787805203e-57,1.10905114160735,1,0.927,1.01799414192128e-52,"Stem IR","Rpl9"
"Yars2",8.2632709840548e-57,0.257789918380115,0.321,0.033,1.39442697855925e-52,"Stem IR","Yars2"
"Rps253",8.81555806412531e-57,0.972743320694986,1,0.853,1.48762542332115e-52,"Stem IR","Rps25"
"Exosc81",9.83783086298678e-57,0.438523254728722,0.422,0.057,1.66013395812902e-52,"Stem IR","Exosc8"
"Cct21",1.20842249154868e-56,0.889895661996735,0.917,0.354,2.03921295448841e-52,"Stem IR","Cct2"
"Tacc2",1.63392345088685e-56,0.279784348093181,0.367,0.043,2.75724582337156e-52,"Stem IR","Tacc2"
"Rps144",1.80753965734743e-56,1.07396414830505,1,0.959,3.05022317177378e-52,"Stem IR","Rps14"
"Ckb5",1.93087098387357e-56,1.16416620172798,0.908,0.295,3.25834478528665e-52,"Stem IR","Ckb"
"Tmem1473",2.16418675920618e-56,0.808381209986663,0.853,0.272,3.65206515616043e-52,"Stem IR","Tmem147"
"Mal21",2.27268734288963e-56,0.432397296407852,0.541,0.092,3.83515989112624e-52,"Stem IR","Mal2"
"Pdcd63",2.44138042885104e-56,0.834265150639871,0.853,0.292,4.11982947368613e-52,"Stem IR","Pdcd6"
"Cnp",2.481720041309e-56,0.371065845505878,0.431,0.06,4.18790256970893e-52,"Stem IR","Cnp"
"Sap181",3.53448760125015e-56,0.520430326307397,0.661,0.142,5.96444782710963e-52,"Stem IR","Sap18"
"Zyx1",3.95302343481199e-56,0.534295657772352,0.523,0.089,6.67072704624524e-52,"Stem IR","Zyx"
"Fh13",4.41508508988206e-56,0.501478592981568,0.67,0.138,7.45045608917597e-52,"Stem IR","Fh1"
"Glrx53",4.44163506810798e-56,0.744583054071558,0.817,0.234,7.49525917743222e-52,"Stem IR","Glrx5"
"Adsl1",4.55490345643741e-56,0.471307608091707,0.541,0.095,7.68639958273814e-52,"Stem IR","Adsl"
"Traf4",5.17507850256861e-56,0.495797577637108,0.633,0.13,8.73294497308453e-52,"Stem IR","Traf4"
"Dcxr1",5.39209730230448e-56,0.855415949218053,0.697,0.176,9.0991641976388e-52,"Stem IR","Dcxr"
"Bax2",5.99259389369515e-56,1.07170279289745,0.917,0.396,1.01125021956106e-51,"Stem IR","Bax"
"Scmh1",6.44861628455046e-56,0.490096155599573,0.532,0.092,1.08820399801789e-51,"Stem IR","Scmh1"
"Cyc13",7.55935762105754e-56,0.934019949923759,0.927,0.373,1.27564159855346e-51,"Stem IR","Cyc1"
"S100a113",7.85270252576579e-56,1.66939795773621,0.927,0.437,1.32514355122298e-51,"Stem IR","S100a11"
"Alyref1",8.96675947338888e-56,0.617617021961918,0.651,0.141,1.51314066113437e-51,"Stem IR","Alyref"
"Rps92",9.22035536763763e-56,1.12627813990007,1,0.933,1.55593496828885e-51,"Stem IR","Rps9"
"Ddx56",9.53333100639629e-56,0.329959625742958,0.468,0.069,1.60874960732937e-51,"Stem IR","Ddx56"
"Idh3a3",1.05522442311534e-55,0.659801547809636,0.679,0.153,1.78069121400713e-51,"Stem IR","Idh3a"
"Slc39a42",1.25608425400452e-55,0.625686726692678,0.56,0.104,2.11964217863263e-51,"Stem IR","Slc39a4"
"Zfp5932",1.27439378691517e-55,0.390992302494068,0.44,0.063,2.15053951541935e-51,"Stem IR","Zfp593"
"Adh52",1.2896403780696e-55,0.685380658473769,0.835,0.252,2.17626813799244e-51,"Stem IR","Adh5"
"Rpl113",1.37662291408397e-55,1.00174841783582,1,0.933,2.32305116751671e-51,"Stem IR","Rpl11"
"Pin42",1.43412278477279e-55,0.676295297483079,0.789,0.22,2.42008219930408e-51,"Stem IR","Pin4"
"Eef1a14",1.55673894510897e-55,0.999846197436243,1,0.986,2.62699696987138e-51,"Stem IR","Eef1a1"
"Nfe2l23",1.57724689441244e-55,0.828952558335861,0.826,0.247,2.661604134321e-51,"Stem IR","Nfe2l2"
"Rpl9-ps6",1.63941704473494e-55,0.311807958800319,0.394,0.05,2.76651626299022e-51,"Stem IR","Rpl9-ps6"
"Mrps252",1.71114414357287e-55,0.606019528410875,0.651,0.141,2.88755574227922e-51,"Stem IR","Mrps25"
"Rps3a14",1.83475414337576e-55,1.06008355982774,1,0.938,3.0961476169466e-51,"Stem IR","Rps3a1"
"Eif3d1",1.86108385431565e-55,0.712130431133019,0.807,0.242,3.14057900415765e-51,"Stem IR","Eif3d"
"Cdk41",2.21615144599681e-55,0.782698799502316,0.752,0.203,3.73975556511962e-51,"Stem IR","Cdk4"
"Eif3l2",2.50710761039101e-55,0.694640962708289,0.872,0.278,4.23074409253482e-51,"Stem IR","Eif3l"
"Mrpl92",2.61106021155505e-55,0.471216703132779,0.624,0.122,4.40616410699914e-51,"Stem IR","Mrpl9"
"Pes1",2.69330966291464e-55,0.33337521118473,0.431,0.06,4.54496005616846e-51,"Stem IR","Pes1"
"Mrps63",2.88709380390679e-55,0.476257883360257,0.578,0.107,4.8719707940927e-51,"Stem IR","Mrps6"
"Rpf2",3.2702184284667e-55,0.36196071491355,0.459,0.068,5.51849359803756e-51,"Stem IR","Rpf2"
"Rps203",3.92214269529882e-55,1.01212349854767,1,0.965,6.61861579831676e-51,"Stem IR","Rps20"
"Smim15",3.9689620875319e-55,0.40659765440838,0.514,0.085,6.69762352271009e-51,"Stem IR","Smim15"
"Rpl223",4.02618055357118e-55,1.11993058339884,0.991,0.774,6.79417968415137e-51,"Stem IR","Rpl22"
"Snrpf2",4.69868393618698e-55,0.845764556926904,0.826,0.261,7.92902914231552e-51,"Stem IR","Snrpf"
"Rpl373",5.17040343207735e-55,0.919298403640415,1,0.891,8.72505579163052e-51,"Stem IR","Rpl37"
"Slc25a17",6.38578643473974e-55,0.478229914886688,0.495,0.082,1.07760146086233e-50,"Stem IR","Slc25a17"
"Ppil3",7.47403774663176e-55,0.37567759087542,0.422,0.059,1.26124386974411e-50,"Stem IR","Ppil3"
"Tyms1",1.2830924729411e-54,0.515891979338875,0.45,0.067,2.1652185480881e-50,"Stem IR","Tyms"
"Bzw11",1.36519653577005e-54,0.774047261065168,0.862,0.288,2.30376915411196e-50,"Stem IR","Bzw1"
"Rpl343",1.47846249825148e-54,0.973939233992433,1,0.919,2.49490546579938e-50,"Stem IR","Rpl34"
"Rpl35a3",1.62551598557205e-54,0.955883027614113,1,0.929,2.74305822565284e-50,"Stem IR","Rpl35a"
"Rcc21",1.69686608793741e-54,0.532696964807156,0.55,0.101,2.86346152339438e-50,"Stem IR","Rcc2"
"Mrps143",1.76435729576435e-54,0.702568552226064,0.807,0.237,2.97735293660234e-50,"Stem IR","Mrps14"
"Rpl53",1.8086022223383e-54,1.0747984607951,0.991,0.818,3.05201625019588e-50,"Stem IR","Rpl5"
"Tubb51",2.07775332430725e-54,1.0458428918398,0.807,0.248,3.50620873476849e-50,"Stem IR","Tubb5"
"Rpl243",2.15590604017707e-54,1.00309677246026,1,0.918,3.63809144279881e-50,"Stem IR","Rpl24"
"Pgk14",2.32930269302359e-54,0.873506486943751,0.853,0.291,3.9306982944773e-50,"Stem IR","Pgk1"
"Ndufa44",3.25798770660488e-54,1.11407165149125,0.963,0.687,5.49785425489574e-50,"Stem IR","Ndufa4"
"Pabpc41",5.02388206754897e-54,0.44656601729047,0.523,0.091,8.47780098898888e-50,"Stem IR","Pabpc4"
"Rpl63",5.05076265227865e-54,1.03930970320358,1,0.929,8.52316197572023e-50,"Stem IR","Rpl6"
"Tma16",5.40670362930021e-54,0.277917762396725,0.339,0.038,9.1238123744441e-50,"Stem IR","Tma16"
"Snrpd21",6.63307789391001e-54,0.856455099874188,0.908,0.371,1.11933189459731e-49,"Stem IR","Snrpd2"
"Eif4a12",6.65888246291242e-54,0.948935048628839,0.982,0.735,1.12368641561647e-49,"Stem IR","Eif4a1"
"Pigf2",1.01767172116923e-53,0.513070744512556,0.532,0.097,1.71732102947307e-49,"Stem IR","Pigf"
"Rpl174",1.05115621619659e-53,1.01338650845407,1,0.938,1.77382611483175e-49,"Stem IR","Rpl17"
"Sdhd3",1.48012439932885e-53,0.71811497289338,0.853,0.269,2.49770992386743e-49,"Stem IR","Sdhd"
"Lsm71",1.68629702348305e-53,0.549287207067353,0.651,0.145,2.84562622712764e-49,"Stem IR","Lsm7"
"Mrps312",1.77525157294733e-53,0.478091917152749,0.624,0.127,2.99573702934861e-49,"Stem IR","Mrps31"
"Ccnb11",2.34364619300004e-53,0.316964650008218,0.239,0.019,3.95490295068757e-49,"Stem IR","Ccnb1"
"Mrpl31",2.50456452954842e-53,0.391907604752606,0.523,0.09,4.22645264361296e-49,"Stem IR","Mrpl3"
"Ddah1",2.70772330050266e-53,0.314930427547895,0.339,0.039,4.56928306959823e-49,"Stem IR","Ddah1"
"Eef1d2",3.0770541659987e-53,0.870152581207922,0.936,0.395,5.1925289051228e-49,"Stem IR","Eef1d"
"Magoh1",3.22163898842562e-53,0.595688247456211,0.734,0.185,5.43651579296823e-49,"Stem IR","Magoh"
"Adrm11",3.28478242877489e-53,0.473006780860028,0.578,0.112,5.54307034855764e-49,"Stem IR","Adrm1"
"Cstb1",3.69974426966539e-53,0.901004470956561,0.826,0.276,6.24331845506035e-49,"Stem IR","Cstb"
"Nek61",3.9916990137493e-53,0.289160787419844,0.367,0.045,6.73599208570195e-49,"Stem IR","Nek6"
"Top2a1",4.08710881324306e-53,0.678668288568141,0.385,0.051,6.89699612234766e-49,"Stem IR","Top2a"
"Ndufab13",5.48082313124385e-53,0.996570939140356,0.917,0.416,9.24888903397401e-49,"Stem IR","Ndufab1"
"Baz1a1",5.50810535301102e-53,0.53419462074542,0.624,0.137,9.2949277832061e-49,"Stem IR","Baz1a"
"Mrps282",6.01668089828674e-53,0.550673771147528,0.615,0.13,1.01531490158589e-48,"Stem IR","Mrps28"
"Rpl314",6.9109444320838e-53,0.893851895362419,1,0.724,1.16622187291414e-48,"Stem IR","Rpl31"
"Epha21",7.65978618623146e-53,0.362211407802149,0.422,0.061,1.29258891892656e-48,"Stem IR","Epha2"
"Gmds5",9.83898310411021e-53,0.858506421549962,0.908,0.321,1.6603283988186e-48,"Stem IR","Gmds"
"Utp14a1",1.09306424970905e-52,0.358990672090405,0.468,0.073,1.84454592138401e-48,"Stem IR","Utp14a"
"Hprt",1.09647445403433e-52,0.646408334643925,0.78,0.225,1.85030064118293e-48,"Stem IR","Hprt"
"Slc25a33",1.36291006225326e-52,0.919854811225654,0.991,0.786,2.29991073005238e-48,"Stem IR","Slc25a3"
"Ghitm3",1.73800535395764e-52,0.659707250605478,0.798,0.231,2.93288403480351e-48,"Stem IR","Ghitm"
"Vdac13",1.81429141557324e-52,0.742996486615578,0.881,0.298,3.06161676377985e-48,"Stem IR","Vdac1"
"Rpl10a4",1.90285022215211e-52,0.939250884367678,1,0.907,3.21105974988168e-48,"Stem IR","Rpl10a"
"Reg3g4",2.09938909908267e-52,1.55201175654235,0.651,0.151,3.54271910470201e-48,"Stem IR","Reg3g"
"Cs3",2.4630424521668e-52,0.521874254233367,0.771,0.194,4.15638413803147e-48,"Stem IR","Cs"
"Adss2",3.74005022191754e-52,0.525502538885944,0.679,0.157,6.31133474948585e-48,"Stem IR","Adss"
"Phb23",4.19259195782144e-52,0.937868305674783,0.862,0.3,7.07499892882368e-48,"Stem IR","Phb2"
"Cmc13",5.18778455868936e-52,0.452803505296279,0.596,0.119,8.75438644278829e-48,"Stem IR","Cmc1"
"Ly6e3",5.80636635112855e-52,0.743788382388631,0.67,0.159,9.79824321752944e-48,"Stem IR","Ly6e"
"Vdac25",6.7934778261418e-52,0.92734108835278,0.954,0.534,1.14639938316143e-47,"Stem IR","Vdac2"
"Naa101",6.9096531891685e-52,0.508329329497374,0.606,0.126,1.16600397567218e-47,"Stem IR","Naa10"
"Txn16",7.0580237283704e-52,1.06175684096254,1,0.899,1.19104150416251e-47,"Stem IR","Txn1"
"Prc11",7.13770802368677e-52,0.380499059957368,0.266,0.025,1.20448822899714e-47,"Stem IR","Prc1"
"Igbp12",9.21928889488248e-52,0.422048808057542,0.56,0.105,1.55575500101142e-47,"Stem IR","Igbp1"
"Dhrs7b3",9.35451074741501e-52,0.44874983015561,0.578,0.113,1.57857368862628e-47,"Stem IR","Dhrs7b"
"Rps152",9.68093950560666e-52,0.901854562059016,0.991,0.907,1.63365854157112e-47,"Stem IR","Rps15"
"Taldo14",9.9392270029744e-52,1.04861884247355,0.963,0.641,1.67724455675193e-47,"Stem IR","Taldo1"
"Gsto17",1.25590970134225e-51,1.02183578544599,0.899,0.348,2.11934762101504e-47,"Stem IR","Gsto1"
"Rps82",1.35948441433312e-51,1.12049998984968,1,0.976,2.29412994918714e-47,"Stem IR","Rps8"
"Sarnp1",1.40777660973414e-51,0.482230265674391,0.633,0.136,2.37562302892635e-47,"Stem IR","Sarnp"
"Ccnb21",1.72750689064428e-51,0.293553716998059,0.284,0.028,2.91516787796222e-47,"Stem IR","Ccnb2"
