"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Rnf149",4.23498777507798e-33,0.537064337513778,0.604,0.148,6.56846603914594e-29,"Stem","Rnf149"
"Gltp1",4.30213896650393e-33,0.352914182298778,0.333,0.049,6.67261753704759e-29,"Stem","Gltp"
"Ano91",4.65715720206358e-33,0.377330538422403,0.344,0.052,7.22325082040061e-29,"Stem","Ano9"
"Cox6a12",5.16609672852685e-33,0.790033435760028,1,0.53,8.01261602594515e-29,"Stem","Cox6a1"
"Tmem1671",6.64608899263768e-33,0.564880698657991,0.719,0.205,1.0308084027581e-28,"Stem","Tmem167"
"Sf3b3",7.98256944603192e-33,0.516750071638786,0.604,0.149,1.23809652107955e-28,"Stem","Sf3b3"
"Pinx1",1.03628481963328e-32,0.302977754933659,0.25,0.029,1.60727775525122e-28,"Stem","Pinx1"
"Pdcd51",1.12335181332285e-32,0.576192492783638,0.76,0.227,1.74231866246375e-28,"Stem","Pdcd5"
"Kpna2",1.23842229046248e-32,0.500022149530546,0.406,0.074,1.9207929725073e-28,"Stem","Kpna2"
"Naxe1",1.29583687776541e-32,0.447226430336653,0.5,0.106,2.00984299741415e-28,"Stem","Naxe"
"Kdsr",1.66143861323021e-32,0.302521615421553,0.281,0.036,2.57689128912006e-28,"Stem","Kdsr"
"Ntmt1",2.16836046684139e-32,0.339413175355403,0.333,0.05,3.363127084071e-28,"Stem","Ntmt1"
"Mdp11",2.40157314876165e-32,0.452051812734967,0.573,0.133,3.72483995372931e-28,"Stem","Mdp1"
"Tma16",2.43082661083327e-32,0.258540490340703,0.229,0.024,3.77021207340239e-28,"Stem","Tma16"
"Kmt5a1",2.50401491103671e-32,0.624490864907793,0.823,0.272,3.88372712701794e-28,"Stem","Kmt5a"
"Ndufs62",2.5458710829412e-32,0.743771157661649,0.979,0.444,3.9486460496418e-28,"Stem","Ndufs6"
"Cdv3",2.89611905878952e-32,0.549169738711965,0.771,0.232,4.49188066018254e-28,"Stem","Cdv3"
"Bag12",3.82629976659371e-32,0.67359850328102,0.948,0.373,5.93459093798685e-28,"Stem","Bag1"
"Ddost1",4.64399293065857e-32,0.595393508027069,0.74,0.224,7.20283303545144e-28,"Stem","Ddost"
"Psme3",4.94061683564262e-32,0.390975065099635,0.406,0.073,7.6628967120817e-28,"Stem","Psme3"
"Dnttip2",4.96298818186828e-32,0.495498060531122,0.573,0.138,7.69759467007771e-28,"Stem","Dnttip2"
"Rpf2",6.27189905788217e-32,0.323159939311902,0.292,0.04,9.72771543877524e-28,"Stem","Rpf2"
"Nr3c12",6.4927470473448e-32,0.505470479309893,0.594,0.145,1.00702506704318e-27,"Stem","Nr3c1"
"Itga61",7.3506461526751e-32,0.641178055096405,0.833,0.28,1.14008521827991e-27,"Stem","Itga6"
"Clta1",7.49012557211725e-32,0.732259781912228,1,0.485,1.16171847623539e-27,"Stem","Clta"
"Utp3",8.3651379293479e-32,0.448632675333209,0.531,0.119,1.29743289284186e-27,"Stem","Utp3"
"Lmo41",9.45441019193299e-32,0.483157514005957,0.469,0.097,1.46637902076881e-27,"Stem","Lmo4"
"Acot131",1.09086237183821e-31,0.483503016506325,0.552,0.129,1.69192753872106e-27,"Stem","Acot13"
"1700123O20Rik",1.26182004731003e-31,0.370556257271175,0.385,0.067,1.95708289337785e-27,"Stem","1700123O20Rik"
"Ncbp2",1.31452823171225e-31,0.369918037822196,0.385,0.067,2.03883328738569e-27,"Stem","Ncbp2"
"Rpl36al2",1.33662405406121e-31,0.753861767999471,1,0.772,2.07310390784893e-27,"Stem","Rpl36al"
"Isx2",1.35022122055694e-31,0.351109879248392,0.344,0.054,2.09419311308381e-27,"Stem","Isx"
"2210016F16Rik1",1.51600757762861e-31,0.439275992440886,0.49,0.104,2.35132775290197e-27,"Stem","2210016F16Rik"
"Hist2h2ac",1.7966056546114e-31,0.261205978472398,0.219,0.023,2.78653537030229e-27,"Stem","Hist2h2ac"
"Hmox2",1.90957530894429e-31,0.402884696269911,0.427,0.082,2.96175130417259e-27,"Stem","Hmox2"
"D030056L22Rik",1.96699873549532e-31,0.250262241796433,0.219,0.023,3.05081503875324e-27,"Stem","D030056L22Rik"
"Nop9",2.07721362954195e-31,0.320533274879654,0.292,0.04,3.22175833941957e-27,"Stem","Nop9"
"Ptbp1",2.22981702319e-31,0.510362170758707,0.688,0.191,3.45844620296769e-27,"Stem","Ptbp1"
"2210407C18Rik2",2.55758332864105e-31,0.62295771381676,0.583,0.142,3.96681174272227e-27,"Stem","2210407C18Rik"
"Rps272",2.60134392583583e-31,0.827644152274645,1,0.799,4.03468442897137e-27,"Stem","Rps27"
"Rif1",2.88879899018252e-31,0.54413096823849,0.583,0.147,4.48052723377309e-27,"Stem","Rif1"
"Tfb2m",3.3385590031024e-31,0.300547574008582,0.281,0.037,5.17810501381183e-27,"Stem","Tfb2m"
"Cops3",3.65901195017994e-31,0.51382744922091,0.552,0.134,5.67512753472908e-27,"Stem","Cops3"
"Jagn11",3.89056394829387e-31,0.450954609913102,0.49,0.105,6.03426468380379e-27,"Stem","Jagn1"
"Pdcd61",4.3231178068328e-31,0.522240806659843,0.75,0.222,6.70515571839768e-27,"Stem","Pdcd6"
"Carnmt1",4.76451227351413e-31,0.362165067757388,0.354,0.059,7.38975853622042e-27,"Stem","Carnmt1"
"Anapc15",5.07875900527316e-31,0.387812645944521,0.406,0.075,7.87715521717867e-27,"Stem","Anapc15"
"Pts1",5.96037072557026e-31,0.445191111205298,0.562,0.134,9.24453499535948e-27,"Stem","Pts"
"Atp5d2",6.60627212658049e-31,0.788660957043333,1,0.726,1.02463280683263e-26,"Stem","Atp5d"
"Psmd131",8.29182144259351e-31,0.565597175854225,0.688,0.204,1.28606150574625e-26,"Stem","Psmd13"
"Csad",8.36529570525389e-31,0.319221733843065,0.292,0.041,1.29745736388488e-26,"Stem","Csad"
"Metap2",9.45314133372089e-31,0.586458596181365,0.844,0.294,1.46618222086011e-26,"Stem","Metap2"
"Tgm2",1.00297556230714e-30,0.281836483265922,0.26,0.033,1.55561509713838e-26,"Stem","Tgm2"
"Cox7c2",1.00796032311714e-30,0.742143082564896,1,0.802,1.56334646115469e-26,"Stem","Cox7c"
"Kcnk1",1.1277074567467e-30,0.512806344520638,0.635,0.17,1.74907426541413e-26,"Stem","Kcnk1"
"Nsmce1",1.21541165581377e-30,0.363503198258768,0.375,0.066,1.88510347816716e-26,"Stem","Nsmce1"
"Exosc2",1.31419276317517e-30,0.257542200571274,0.229,0.026,2.03831297568469e-26,"Stem","Exosc2"
"Tsta31",1.37905105729102e-30,0.522943956578354,0.635,0.173,2.13890818985837e-26,"Stem","Tsta3"
"Sugt11",1.96226516369504e-30,0.523107349139469,0.646,0.179,3.04347326889101e-26,"Stem","Sugt1"
"Ap1s11",3.33990049019076e-30,0.550490283464017,0.667,0.193,5.18018566028587e-26,"Stem","Ap1s1"
"Ndufc12",3.55376905420942e-30,0.761473913234736,0.917,0.404,5.51189580307881e-26,"Stem","Ndufc1"
"Psmg41",3.57579824887178e-30,0.477942201554852,0.594,0.15,5.54606308400012e-26,"Stem","Psmg4"
"Nt5c1",4.13542854520495e-30,0.64518985757563,0.938,0.378,6.41404967361288e-26,"Stem","Nt5c"
"Eif3a",4.19028679836941e-30,0.79281819726004,0.927,0.43,6.49913482427095e-26,"Stem","Eif3a"
"Mgam1",4.27796352821055e-30,0.38729827915952,0.438,0.087,6.63512143225457e-26,"Stem","Mgam"
"Med21",4.68436326271755e-30,0.427736486050732,0.458,0.096,7.26544742047493e-26,"Stem","Med21"
"Ndufa112",4.85439773052669e-30,0.737452065256517,0.917,0.396,7.5291708800469e-26,"Stem","Ndufa11"
"Glod4",5.06587567330819e-30,0.419466632838096,0.458,0.096,7.857173169301e-26,"Stem","Glod4"
"Tfg1",5.14427204198472e-30,0.450219665913057,0.573,0.141,7.9787659371183e-26,"Stem","Tfg"
"Prpf40a",5.67147483103559e-30,0.644035519172548,0.802,0.284,8.79645746293619e-26,"Stem","Prpf40a"
"Ngdn",5.86245342250668e-30,0.363868993149391,0.385,0.07,9.09266525830787e-26,"Stem","Ngdn"
"Nt5c3b",6.0859998411981e-30,0.280459767428173,0.229,0.026,9.43938575369825e-26,"Stem","Nt5c3b"
"Eef2kmt",6.55149440797059e-30,0.350932817397498,0.365,0.063,1.01613678267624e-25,"Stem","Eef2kmt"
"Nr2c2ap",9.04366350259114e-30,0.361012484600304,0.385,0.07,1.40267220925189e-25,"Stem","Nr2c2ap"
"Nek6",1.1444487134682e-29,0.260205843222022,0.219,0.024,1.77503995458918e-25,"Stem","Nek6"
"Tpd52l2",1.18844245909086e-29,0.397034847150039,0.448,0.093,1.84327425404993e-25,"Stem","Tpd52l2"
"Npepl1",1.20285988294904e-29,0.349654682172469,0.365,0.064,1.86563567845395e-25,"Stem","Npepl1"
"Tmem109",1.24396270336793e-29,0.31896685037544,0.312,0.048,1.92938615292365e-25,"Stem","Tmem109"
"Mrpl271",1.2541840081827e-29,0.529530664828371,0.594,0.16,1.94523939669136e-25,"Stem","Mrpl27"
"Gtf2h3",1.31252866194187e-29,0.297919713462544,0.281,0.039,2.03573195467184e-25,"Stem","Gtf2h3"
"2310039H08Rik1",1.35284115098558e-29,0.454678358692712,0.521,0.122,2.09825662517864e-25,"Stem","2310039H08Rik"
"Snrpa",1.55856733827826e-29,0.443645183050562,0.5,0.115,2.41733794166958e-25,"Stem","Snrpa"
"Selenoi1",1.90183846494756e-29,0.551087796432131,0.479,0.108,2.94975145913366e-25,"Stem","Selenoi"
"Rest",1.98004676491106e-29,0.273166716304554,0.25,0.032,3.07105253237706e-25,"Stem","Rest"
"Mcrs1",2.07344605408888e-29,0.39191596168417,0.427,0.086,3.21591482989186e-25,"Stem","Mcrs1"
"Ptp4a21",2.12412597707836e-29,0.646674747515293,0.833,0.31,3.29451939044854e-25,"Stem","Ptp4a2"
"Drg1",2.22147429143568e-29,0.360061570554526,0.385,0.071,3.44550662601674e-25,"Stem","Drg1"
"Fam96b1",2.39788753688662e-29,0.500223370928294,0.542,0.136,3.71912356971115e-25,"Stem","Fam96b"
"Rnf43",2.40760825138772e-29,0.300218829552132,0.271,0.037,3.73420039790235e-25,"Stem","Rnf43"
"Psmb82",2.76101310569173e-29,0.729339448865402,0.75,0.259,4.28233132692787e-25,"Stem","Psmb8"
"Cox8a2",3.20432029109429e-29,0.79249483405443,1,0.832,4.96990077148725e-25,"Stem","Cox8a"
"mt-Atp62",3.31097116827812e-29,1.00512179917849,1,1,5.13531628199937e-25,"Stem","mt-Atp6"
"2010107E04Rik2",3.34413473821231e-29,0.75048469438965,0.979,0.569,5.1867529789673e-25,"Stem","2010107E04Rik"
"Erp441",3.58645035835121e-29,0.478317648743715,0.531,0.128,5.56258450580273e-25,"Stem","Erp44"
"Spcs23",4.44185333889467e-29,0.62978764599506,0.885,0.324,6.88931452862563e-25,"Stem","Spcs2"
"Klk12",4.63007844224171e-29,0.454253422740732,0.365,0.065,7.18125166391688e-25,"Stem","Klk1"
"Emd",4.97255700472239e-29,0.361329595282071,0.385,0.072,7.71243591432442e-25,"Stem","Emd"
"Srp91",5.51579671653547e-29,0.573271427713306,0.844,0.303,8.55500070734652e-25,"Stem","Srp9"
"Krt192",6.21681605395781e-29,0.683807217969365,1,0.495,9.64228169968856e-25,"Stem","Krt19"
"Akap1",6.22424642544949e-29,0.325827688502742,0.323,0.052,9.65380620587216e-25,"Stem","Akap1"
"Ctbp1",6.93548895297157e-29,0.492758047161602,0.708,0.214,1.07569433660589e-24,"Stem","Ctbp1"
"Eml41",7.14153032093945e-29,0.53574748917862,0.646,0.185,1.10765135277771e-24,"Stem","Eml4"
"Txndc12",8.41523297719923e-29,0.365458389631496,0.375,0.069,1.3052026347636e-24,"Stem","Txndc12"
"Lgr5",9.7186753462774e-29,0.318411946318102,0.208,0.023,1.50736654620762e-24,"Stem","Lgr5"
"Hadhb1",1.02789924336936e-28,0.518143365581516,0.677,0.199,1.59427172646588e-24,"Stem","Hadhb"
"Rab252",1.04473713732354e-28,0.593478791014279,0.875,0.321,1.62038729998881e-24,"Stem","Rab25"
"Babam1",1.06522256247609e-28,0.398075050310153,0.458,0.1,1.65216019440041e-24,"Stem","Babam1"
"Wdr75",1.12690192422939e-28,0.265730648916411,0.24,0.03,1.74782488447979e-24,"Stem","Wdr75"
"Pcbd2",1.20659674613738e-28,0.456795488502163,0.573,0.148,1.87143155325908e-24,"Stem","Pcbd2"
"Eif62",1.4755937616658e-28,0.59208234704798,0.906,0.341,2.28864592434366e-24,"Stem","Eif6"
"Gstm5",1.53974855011437e-28,0.434101218310646,0.49,0.113,2.38815000122738e-24,"Stem","Gstm5"
"Acbd6",1.74265632431797e-28,0.435768206098426,0.5,0.117,2.70285995901717e-24,"Stem","Acbd6"
"Eif4e1",1.78552068058351e-28,0.430930239269758,0.573,0.146,2.76934257558503e-24,"Stem","Eif4e"
"Rad23a",1.78580264391753e-28,0.420901966541001,0.479,0.109,2.76977990071609e-24,"Stem","Rad23a"
"Lman21",1.79168432842454e-28,0.556189570980005,0.76,0.251,2.77890239338646e-24,"Stem","Lman2"
"Mgst21",1.81830162242637e-28,0.39972978031883,0.5,0.114,2.8201858163833e-24,"Stem","Mgst2"
"Nap1l4",1.97533928664623e-28,0.457084302847647,0.542,0.136,3.06375123358831e-24,"Stem","Nap1l4"
"2410015M20Rik2",2.00702678710356e-28,0.674734944186985,0.938,0.428,3.11289854679762e-24,"Stem","2410015M20Rik"
"Iars2",2.19492794120113e-28,0.369601414307068,0.385,0.073,3.40433323680295e-24,"Stem","Iars2"
"Rrp7a",2.3279928028003e-28,0.388969878595546,0.448,0.096,3.61071683714327e-24,"Stem","Rrp7a"
"Larp7",2.6622035853089e-28,0.320329236449691,0.323,0.053,4.1290777608141e-24,"Stem","Larp7"
"Bax",2.88352634952738e-28,0.50318456868566,0.729,0.227,4.47234936811697e-24,"Stem","Bax"
"Pfdn12",2.90517705827133e-28,0.562429896775542,0.708,0.225,4.50592961737883e-24,"Stem","Pfdn1"
"Ier51",3.45669980834518e-28,0.442430537606564,0.469,0.105,5.36134140274337e-24,"Stem","Ier5"
"Mdn1",3.53515419339327e-28,0.307306060522517,0.271,0.038,5.48302415395296e-24,"Stem","Mdn1"
"Hdac3",3.55792234000924e-28,0.351710419349519,0.375,0.07,5.51833754935433e-24,"Stem","Hdac3"
"Mif4gd",3.592841429349e-28,0.348377678291005,0.365,0.067,5.5724970569203e-24,"Stem","Mif4gd"
"Desi2",3.98427322020174e-28,0.391763286017237,0.406,0.082,6.17960776453289e-24,"Stem","Desi2"
"Mrpl432",4.14154458578795e-28,0.54026027016606,0.708,0.224,6.42353565255711e-24,"Stem","Mrpl43"
"Adss",4.3411394497759e-28,0.422363781145035,0.49,0.114,6.73310728660242e-24,"Stem","Adss"
"Rpl37a2",4.43140176945931e-28,0.685219457883265,1,0.925,6.8731041444314e-24,"Stem","Rpl37a"
"Ccdc1072",4.62478821969489e-28,0.449789266521074,0.573,0.149,7.17304652874677e-24,"Stem","Ccdc107"
"Cwc151",4.83004479973509e-28,0.505772363174816,0.594,0.163,7.49139948438912e-24,"Stem","Cwc15"
"Drap11",5.10114303196391e-28,0.540802597025781,0.792,0.269,7.91187284257603e-24,"Stem","Drap1"
"Urod",6.04345154097046e-28,0.341156897463469,0.354,0.064,9.37339334004519e-24,"Stem","Urod"
"Ost42",6.32876036767557e-28,0.559851452086335,0.833,0.291,9.8159073302648e-24,"Stem","Ost4"
"Acads1",6.38301014114414e-28,0.452476201676882,0.594,0.16,9.90004872891456e-24,"Stem","Acads"
"Mrpl321",7.60225706501096e-28,0.481431241550589,0.531,0.136,1.1791100707832e-23,"Stem","Mrpl32"
"Arpc31",1.33038755460532e-27,0.640554586380304,0.938,0.398,2.06343109719285e-23,"Stem","Arpc3"
"Ubl4a",1.35670464662212e-27,0.421633074366351,0.438,0.096,2.10424890691091e-23,"Stem","Ubl4a"
"Casp11",1.36951288379449e-27,0.369294169686684,0.396,0.078,2.12411448276525e-23,"Stem","Casp1"
"Pigyl2",1.42962159057687e-27,0.4465894173517,0.573,0.151,2.21734308698473e-23,"Stem","Pigyl"
"Nectin21",1.46926213993863e-27,0.445408237406459,0.521,0.13,2.27882557904481e-23,"Stem","Nectin2"
"Eloc1",1.50063281521657e-27,0.529800424696832,0.74,0.244,2.3274814964009e-23,"Stem","Eloc"
"Cox10",1.69099440564615e-27,0.292351352435789,0.281,0.042,2.62273232315717e-23,"Stem","Cox10"
"Upf3b",1.85682188614424e-27,0.500047343875271,0.594,0.165,2.87993074540972e-23,"Stem","Upf3b"
"Ech11",2.11146132078492e-27,0.550986140159356,0.812,0.28,3.27487650853741e-23,"Stem","Ech1"
"Sod22",2.25725617422853e-27,0.563012203718689,0.74,0.248,3.50100432622845e-23,"Stem","Sod2"
"Ppp5c",2.36630830370898e-27,0.394679382657191,0.448,0.099,3.67014417905263e-23,"Stem","Ppp5c"
"Nabp21",2.39671913823627e-27,0.390369150989239,0.458,0.103,3.71731138340445e-23,"Stem","Nabp2"
"Fabp21",2.40924820435444e-27,0.304059162665182,0.958,0.449,3.73674396495373e-23,"Stem","Fabp2"
"Cox191",2.58686094652611e-27,0.449638843761749,0.531,0.135,4.012221328062e-23,"Stem","Cox19"
"Memo1",3.25059090194142e-27,0.260763256056872,0.24,0.031,5.04166648891114e-23,"Stem","Memo1"
"Mri1",3.73516335927661e-27,0.35090157126905,0.385,0.075,5.79323837023803e-23,"Stem","Mri1"
"Eif1b",3.76326283625365e-27,0.408103505495177,0.469,0.108,5.83682065902942e-23,"Stem","Eif1b"
"Brk12",4.70776093106353e-27,0.464212083069255,0.75,0.236,7.30173720407954e-23,"Stem","Brk1"
"Gfm1",4.99970460796046e-27,0.288112992212701,0.26,0.037,7.75454184694667e-23,"Stem","Gfm1"
"Rps292",5.13932765662963e-27,0.698006896016447,1,0.817,7.97109719543256e-23,"Stem","Rps29"
"Elf31",5.41730240175117e-27,0.666191937569175,0.917,0.403,8.40223602511606e-23,"Stem","Elf3"
"Ptpn2",5.54546903880448e-27,0.374040479473565,0.365,0.07,8.60102247918575e-23,"Stem","Ptpn2"
"Taf12",5.98463289913316e-27,0.32520249815699,0.333,0.059,9.28216562655552e-23,"Stem","Taf12"
"Gpn1",7.3465306547215e-27,0.269204173074,0.25,0.034,1.1394469045473e-22,"Stem","Gpn1"
"Srsf9",7.50146865834532e-27,0.449561374613236,0.656,0.193,1.16347778890936e-22,"Stem","Srsf9"
"Arpc41",7.70295250778593e-27,0.508699656357515,0.812,0.28,1.1947279339576e-22,"Stem","Arpc4"
"Gm10036",8.41326137542158e-27,0.252229623646476,0.229,0.029,1.30489683932789e-22,"Stem","Gm10036"
"Ankrd49",1.08664508564839e-26,0.294314203134339,0.271,0.04,1.68538652784065e-22,"Stem","Ankrd49"
"Polr1c",1.08860623645869e-26,0.322914133071126,0.312,0.053,1.68842827274743e-22,"Stem","Polr1c"
"Ssr42",1.95223827155394e-26,0.654099451601356,0.99,0.566,3.02792155918016e-22,"Stem","Ssr4"
"Ddx21",2.16101054797715e-26,0.451756329878657,0.521,0.133,3.35172735991256e-22,"Stem","Ddx21"
"Zfyve211",2.24291483261027e-26,0.298160577973465,0.292,0.047,3.47876090537853e-22,"Stem","Zfyve21"
"Sec61b3",2.66898522812554e-26,0.704611094780534,0.958,0.499,4.13959608882271e-22,"Stem","Sec61b"
"Hacd2",2.93820681786303e-26,0.319361093001511,0.323,0.057,4.55715877450556e-22,"Stem","Hacd2"
"Gps1",3.21018436015275e-26,0.423660261228534,0.521,0.134,4.97899594259692e-22,"Stem","Gps1"
"Bola21",3.45149301942358e-26,0.462519361546025,0.677,0.207,5.35326567312597e-22,"Stem","Bola2"
"Tmed103",3.65445228756518e-26,0.578626073060227,0.948,0.391,5.66805549801359e-22,"Stem","Tmed10"
"1110004F10Rik",3.67787921123733e-26,0.439858633316831,0.604,0.172,5.7043906566291e-22,"Stem","1110004F10Rik"
"Arl6ip4",4.47613170106763e-26,0.472201266637874,0.583,0.166,6.9424802683559e-22,"Stem","Arl6ip4"
"Fbp12",4.83660986957816e-26,0.274596666316364,0.25,0.035,7.50158190771573e-22,"Stem","Fbp1"
"Coa6",4.86711633207168e-26,0.361768967477884,0.406,0.086,7.54889743104318e-22,"Stem","Coa6"
"Pgap2",5.24215400664806e-26,0.346008059985336,0.375,0.075,8.13058086431114e-22,"Stem","Pgap2"
"Ndufb22",5.89478415618877e-26,0.648749047321699,0.875,0.379,9.14281022624878e-22,"Stem","Ndufb2"
"Mpdu11",6.79687477463856e-26,0.409125710465314,0.521,0.134,1.05419527754644e-21,"Stem","Mpdu1"
"Zmat2",7.16369436150301e-26,0.477069213994647,0.656,0.202,1.11108899546912e-21,"Stem","Zmat2"
"Dph31",7.64935679590222e-26,0.499311559538454,0.646,0.201,1.18641523904443e-21,"Stem","Dph3"
"Suz12",8.18240478397455e-26,0.476626673241213,0.562,0.158,1.26909098199445e-21,"Stem","Suz12"
"Khk1",8.5699123187276e-26,0.33008915994666,0.458,0.104,1.32919340063465e-21,"Stem","Khk"
"Pdcd11",8.70396465695315e-26,0.302279320946833,0.302,0.051,1.34998491829343e-21,"Stem","Pdcd11"
"Pyurf1",9.71808287761904e-26,0.364229419118635,0.375,0.076,1.50727465431871e-21,"Stem","Pyurf"
"Akt1",1.0681905870289e-25,0.40730861550669,0.51,0.13,1.65676360048182e-21,"Stem","Akt1"
"Mrfap13",1.15501346897005e-25,0.603151476746104,0.938,0.385,1.79142589037255e-21,"Stem","Mrfap1"
"Uqcrq2",1.22152273502333e-25,0.750213096593589,0.99,0.742,1.89458176202118e-21,"Stem","Uqcrq"
"Ube2e3",1.26849692935148e-25,0.433984511202305,0.531,0.14,1.96743873742415e-21,"Stem","Ube2e3"
"Cd382",1.46180045845635e-25,0.392540505001668,0.385,0.08,2.2672525110658e-21,"Stem","Cd38"
"Pmaip1",1.48370445907176e-25,0.290691346671621,0.292,0.048,2.30122561602029e-21,"Stem","Pmaip1"
"M6pr",1.56679449069099e-25,0.394935626668746,0.469,0.113,2.43009825506173e-21,"Stem","M6pr"
"Gtf3a1",1.56883142814567e-25,0.410848301877078,0.448,0.104,2.43325754505393e-21,"Stem","Gtf3a"
"Minos11",1.81487707975363e-25,0.652506946518686,0.969,0.52,2.81487435069788e-21,"Stem","Minos1"
"Baz1a",1.8283795825774e-25,0.40102938458142,0.458,0.11,2.83581673257755e-21,"Stem","Baz1a"
"Aen",1.86427515160507e-25,0.256142403199533,0.24,0.033,2.89149076013946e-21,"Stem","Aen"
"Ptprk",1.92010859482511e-25,0.358958825832329,0.396,0.083,2.97808843057375e-21,"Stem","Ptprk"
"Grb7",2.12251815693923e-25,0.392852878076589,0.406,0.089,3.29202566141275e-21,"Stem","Grb7"
"Sdf2l1",2.18147448679575e-25,0.50050214763234,0.49,0.126,3.3834669290202e-21,"Stem","Sdf2l1"
"Glud11",2.22814316190191e-25,0.508513088282851,0.677,0.221,3.45585004410986e-21,"Stem","Glud1"
"Coq61",2.47557445870625e-25,0.272956307935108,0.26,0.039,3.83961598545339e-21,"Stem","Coq6"
"Cdkn2aipnl",2.65668741087279e-25,0.301746535180617,0.281,0.046,4.1205221742637e-21,"Stem","Cdkn2aipnl"
"Sar1b1",2.72205341032493e-25,0.413268839105124,0.573,0.157,4.22190483941397e-21,"Stem","Sar1b"
"Rbbp4",2.76987165806759e-25,0.454815073561138,0.594,0.173,4.29607094166283e-21,"Stem","Rbbp4"
"Vdac32",2.85743661336922e-25,0.477409359566353,0.875,0.315,4.43188418733565e-21,"Stem","Vdac3"
"Cfap20",3.37457505219252e-25,0.40415210233932,0.531,0.14,5.2339659059506e-21,"Stem","Cfap20"
"Mrpl462",3.39938641440845e-25,0.45441785679278,0.51,0.135,5.2724483287475e-21,"Stem","Mrpl46"
"Cebpb1",3.56851416340586e-25,0.45053003809106,0.49,0.125,5.53476546744249e-21,"Stem","Cebpb"
"Gtf2a21",3.77924644512259e-25,0.45265755936096,0.635,0.192,5.86161123638514e-21,"Stem","Gtf2a2"
"Psmd12",3.87015365114758e-25,0.47809358772283,0.688,0.221,6.00260831292989e-21,"Stem","Psmd12"
"Fbxo22",5.06839624362997e-25,0.363645440806666,0.396,0.085,7.86108257387008e-21,"Stem","Fbxo22"
"Tmco11",6.09447624090405e-25,0.419998657069455,0.542,0.148,9.45253264964218e-21,"Stem","Tmco1"
"Hprt",6.72914511544472e-25,0.426366688656517,0.542,0.148,1.04369040740548e-20,"Stem","Hprt"
"Pold3",7.09903227074913e-25,0.363019678471594,0.396,0.086,1.10105990519319e-20,"Stem","Pold3"
"Tcf3",7.10361006506033e-25,0.341588421830327,0.375,0.077,1.10176992109086e-20,"Stem","Tcf3"
"Ndufa72",7.32977932045975e-25,0.612072653705424,0.99,0.483,1.13684877260331e-20,"Stem","Ndufa7"
"Pisd",7.60327440635778e-25,0.359894931655735,0.396,0.085,1.17926786042609e-20,"Stem","Pisd"
"Ganab1",7.63719842361907e-25,0.412088723556303,0.49,0.124,1.18452947550332e-20,"Stem","Ganab"
"Pfdn4",8.25195373902967e-25,0.366438995151954,0.365,0.074,1.2798780249235e-20,"Stem","Pfdn4"
"Zfp326",8.50536740813748e-25,0.439573148990009,0.573,0.163,1.31918248500212e-20,"Stem","Zfp326"
"Ldb31",8.51894510726415e-25,0.275678709853869,0.271,0.043,1.32128838613667e-20,"Stem","Ldb3"
"Cep57",8.59232674461771e-25,0.329056782096996,0.333,0.063,1.33266987809021e-20,"Stem","Cep57"
"Dad12",8.70080002323879e-25,0.649295293519501,0.948,0.499,1.34949408360434e-20,"Stem","Dad1"
"Ywhaq3",9.55834532748816e-25,0.531883497675165,0.865,0.334,1.48249936029341e-20,"Stem","Ywhaq"
"Surf1",9.84296683017383e-25,0.343796548485557,0.375,0.078,1.52664415535996e-20,"Stem","Surf1"
